positive_00185	19600 24560 24560 30800
positive_00186	7600 13200 13200 20080
positive_00187	14000 18800 18800 24880
positive_00188	10800 16240 16240 24560
positive_00189	11280 16560 16560 23440
positive_00190	12240 17520 17520 23120
positive_00191	60880 66320 66320 74960
positive_00192	37360 42800 42800 51120
positive_00193	33920 39040 39040 46560
positive_00194	21360 26320 26320 34320
positive_00195	16640 22080 22080 30880
positive_00196	24880 30320 30320 38480
positive_00197	14960 20400 20400 28880
positive_00198	10480 15920 15920 25360
positive_00199	10000 15280 15280 25040
positive_00200	15280 20400 20400 30320
positive_00201	89440 95200 95200 104480
positive_00202	32880 38320 38320 47120
positive_00203	33040 38320 38320 47440
positive_00204	49440 56640 56640 64800
positive_00205	52480 57600 57600 65280
positive_00206	89280 95040 95040 102560
positive_00207	23280 28560 28560 36720
positive_00208	12560 18640 18640 26000
positive_00209	12080 17840 17840 26320
positive_00210	20880 26800 26800 35440
positive_00211	48320 55840 57120 65920
positive_00212	53600 60640 61120 69920
positive_00213	46400 52640 53120 61440
positive_00214	35920 43760 44240 53040
positive_00215	25440 31680 31680 40480
positive_00216	11760 19920 22320 31120
positive_00217	9520 17840 20400 28880
positive_00218	18000 25680 25680 35120
positive_00219	13360 21040 23440 31760
positive_00220	12560 19600 19600 28560
positive_00221	57760 64160 64160 73440
positive_00222	44960 51520 51520 60960
positive_00223	54320 61360 61360 69840
positive_00224	51120 58640 58640 66800
positive_00225	23440 30800 30800 39280
positive_00226	19920 26480 26480 35440
positive_00227	12560 19920 19920 29520
positive_00228	11440 18320 18320 27280
positive_00229	8080 14000 14000 22640
positive_00230	14640 21680 21680 32080
positive_00231	56800 65600 65600 77600
positive_00232	30640 37840 37840 50800
positive_00233	35280 42480 42480 55760
positive_00234	41200 48880 48880 58160
positive_00235	33360 40080 40080 52240
positive_00236	62080 69600 69600 81760
positive_00237	14800 21200 21200 31760
positive_00238	16400 22800 22800 35440
positive_00239	17360 24400 24400 36880
positive_00240	21680 27920 27920 40080
positive_00241	25760 32640 32640 38880
positive_00242	62560 68480 68480 74400
positive_00243	45760 51520 51520 57760
positive_00244	69280 73760 73760 81440
positive_00245	56800 62560 62560 68160
positive_00246	22960 29520 29520 33840
positive_00247	22480 28880 28880 35760
positive_00248	6800 12240 12240 18960
positive_00249	4400 10480 10480 17360
positive_00250	10960 16080 16080 23120
positive_00251	31680 36160 36160 45440
positive_00252	29680 39280 39280 52560
positive_00253	27040 31200 31200 39200
positive_00254	36800 41120 41120 49440
positive_00255	13360 19280 19280 28720
positive_00256	9200 13680 13680 23440
positive_00257	15280 20400 20400 31280
positive_00258	18000 26000 26000 37200
positive_00259	11600 16240 16240 24880
positive_00260	7120 14160 14160 24720
positive_00261	27600 35280 35280 44080
positive_00262	59920 68560 69040 80240
positive_00263	56880 66000 66000 76240
positive_00264	47440 56720 56720 67760
positive_00265	49760 58880 59520 69760
positive_00266	54240 63040 63040 73920
positive_00267	29840 39440 39440 50960
positive_00268	22000 31760 31760 42320
positive_00269	15440 25040 25040 35760
positive_00270	21360 31760 31760 41520
positive_00271	48480 54560 54560 65280
positive_00272	36960 42560 42560 53120
positive_00273	25440 31200 31200 41600
positive_00274	39040 44000 44000 53920
positive_00275	33840 40240 40240 54640
positive_00276	15600 20720 20720 30640
positive_00277	14480 19440 19440 29360
positive_00278	14480 18960 18960 27920
positive_00279	14960 20720 20720 31120
positive_00280	9040 14320 14320 25040
positive_00281	16080 22960 22960 30640
positive_00282	31760 37200 37200 44400
positive_00283	56880 62320 62320 69520
positive_00284	16800 22080 22080 28480
positive_00285	44720 50160 50160 55760
positive_00286	14160 21200 21200 26960
positive_00287	12560 19440 19440 26480
positive_00288	13360 20080 20080 27120
positive_00289	10640 16880 16880 23440
positive_00290	12400 20240 20240 26640
positive_00291	51520 60000 60000 69760
positive_00292	17520 23600 23600 29840
positive_00293	24720 29360 29360 35120
positive_00294	31760 36240 36240 40720
positive_00295	61680 65840 65840 72880
positive_00296	44160 48800 49280 56320
positive_00297	34400 40000 40000 47360
positive_00298	62640 68400 68880 76720
positive_00299	48800 55040 55040 62240
positive_00300	11920 18960 18960 30160
positive_00301	7120 12720 12720 21680
positive_00302	8080 13680 13680 21520
positive_00303	2000 6640 6640 14320
positive_00304	10000 15760 15760 25040
positive_00305	56720 62800 62800 72240
positive_00306	56160 61600 61600 70400
positive_00307	34240 40960 40960 50080
positive_00308	43440 51760 51760 63440
positive_00309	8880 15280 15280 24880
positive_00310	8720 18800 20080 29840
positive_00311	10800 19440 19440 29840
positive_00312	10640 17680 17680 27760
positive_00313	5520 12880 12880 23120
positive_00314	11920 18800 18800 27600
positive_00315	25840 33680 33680 44080
positive_00316	48080 54320 54320 63600
positive_00317	61040 68080 68080 77200
positive_00318	66080 73760 73760 82720
positive_00319	53280 62080 62080 70880
positive_00320	11760 19120 19120 28560
positive_00321	9040 13840 13840 21840
positive_00322	10160 15440 15440 24080
positive_00323	10640 18000 18000 27440
positive_00324	3280 11120 11120 19760
positive_00325	77440 82560 82560 88800
positive_00326	45920 52480 52480 59360
positive_00327	31520 38080 38080 44320
positive_00328	28640 34400 34400 39520
positive_00329	43920 50480 50480 56880
positive_00330	18000 24400 24400 31280
positive_00331	22960 29520 29520 35600
positive_00332	29200 34960 34960 39600
positive_00333	17040 23440 23440 29840
positive_00334	10640 15280 15280 22960
positive_00335	28480 34240 34240 42240
positive_00336	48960 54560 54560 61280
positive_00337	44640 50080 50080 56960
positive_00338	39360 45760 45760 51680
positive_00339	62640 68080 68080 73840
positive_00340	16080 21360 21360 27440
positive_00341	11920 17680 17680 26960
positive_00342	12560 18320 18320 27600
positive_00343	10000 15920 15920 24240
positive_00344	9360 16720 16720 25520
positive_00345	16240 21360 21360 29840
positive_00346	22720 28320 28320 37440
positive_00347	22400 27840 27840 36320
positive_00348	13840 19920 19920 29040
positive_00349	21040 27920 27920 36720
positive_00350	16400 23280 23280 32720
positive_00351	15600 22000 22000 31920
positive_00352	20240 26960 26960 36720
positive_00353	14640 22960 22960 32560
positive_00354	10000 17840 17840 28240
positive_00355	32640 40320 42880 52640
positive_00356	52640 61280 63200 73120
positive_00357	41360 49200 50480 59280
positive_00358	40880 49360 49840 59120
positive_00359	38960 46960 48720 59120
positive_00360	47600 54960 58480 67920
positive_00361	56560 62480 64720 71920
positive_00362	3600 10480 10480 19760
positive_00363	4720 12400 18640 28240
positive_00364	4240 11920 12880 23600
positive_00365	50720 57920 58400 68000
positive_00366	34800 42960 42960 52880
positive_00367	49920 57760 57760 63680
positive_00368	49680 57200 57200 67600
positive_00369	18880 26080 26080 32000
positive_00370	47360 55200 55200 60960
positive_00371	46320 53520 53520 62000
positive_00372	57280 63840 63840 69280
positive_00373	33600 40960 40960 49280
positive_00374	16080 22320 22320 30640
positive_00375	23680 28640 28640 35680
positive_00376	30400 35520 35520 44160
positive_00377	35680 41120 41120 48960
positive_00378	33840 38480 38480 47120
positive_00379	50320 55440 55440 63440
positive_00380	45200 50320 50320 57680
positive_00381	12560 17840 17840 26960
positive_00382	15120 20560 20560 29680
positive_00383	14320 19280 19280 27920
positive_00384	12400 17360 17360 26160
positive_00385	21360 29840 29840 38960
positive_00386	16000 23040 23040 29600
positive_00387	50560 58080 58080 66400
positive_00388	16720 23600 23600 33040
positive_00389	6640 14320 14320 25040
positive_00390	4720 11760 11760 20720
positive_00391	6480 14480 14480 23440
positive_00392	8560 14320 14320 22000
positive_00393	7280 13360 13360 21520
positive_00394	7920 14960 14960 24720
positive_00395	73200 82320 93200 103920
positive_00396	58800 66640 74960 85040
positive_00397	37360 45520 53840 62640
positive_00398	62800 66480 94320 104400
positive_00399	18000 26640 37840 48080
positive_00400	14800 22480 35440 45520
positive_00401	20560 29040 41040 51280
positive_00402	13040 22160 30000 40400
positive_00403	20400 29360 38320 48560
positive_00404	16400 24880 33840 43600
positive_00405	64240 71120 71120 80240
positive_00406	52720 60880 60880 69840
positive_00407	32560 39920 39920 49360
positive_00408	64560 71120 71120 79920
positive_00409	40480 48800 49280 56960
positive_00410	18800 25360 25360 34480
positive_00411	9840 17360 17360 28400
positive_00412	10480 18160 18160 27440
positive_00413	13680 20560 20560 30800
positive_00414	11280 18640 18640 28240
positive_00415	37920 49920 51200 63520
positive_00416	48560 60400 69840 86480
positive_00417	46080 53120 53120 66720
positive_00418	58480 69360 73040 85840
positive_00419	19600 29840 29840 44880
positive_00420	17200 28880 30000 40240
positive_00421	15440 28400 32240 43120
positive_00422	21840 26480 26480 35920
positive_00423	22320 31440 31440 43440
positive_00424	14640 20400 20400 31760
positive_00425	48960 54080 54080 61600
positive_00426	43760 49200 49200 56080
positive_00427	71440 76720 76720 83760
positive_00428	77920 83680 83680 91840
positive_00429	16080 22000 22000 31600
positive_00430	19600 25040 25040 32880
positive_00431	19920 25520 25520 33040
positive_00432	14640 20080 20080 28240
positive_00433	8560 14160 14160 21680
positive_00434	21680 28880 28880 37360
positive_00435	44560 49040 49040 57360
positive_00436	26560 31680 32160 40000
positive_00437	51280 56080 56080 65680
positive_00438	47680 52640 52640 61120
positive_00439	13040 18160 18160 26640
positive_00440	13040 18320 18320 27280
positive_00441	14960 19760 19760 28080
positive_00442	11760 16880 16880 24880
positive_00443	12400 17680 17680 26000
positive_00444	10960 15920 15920 23600
positive_00445	19520 25440 25440 35200
positive_00446	27120 33200 33200 43920
positive_00447	30560 36480 36480 46240
positive_00448	36000 41760 41760 51680
positive_00449	50320 55920 55920 65360
positive_00450	43680 49120 49120 59040
positive_00451	16240 22000 22000 33360
positive_00452	10480 15920 15920 24560
positive_00453	8880 14320 14320 23440
positive_00454	4400 9360 9360 18800
positive_00455	29680 37200 37200 47120
positive_00456	54240 60640 60640 69440
positive_00457	42160 47600 47600 55440
positive_00458	13200 20240 20240 29520
positive_00459	26880 32960 32960 40160
positive_00460	57280 62240 62240 68480
positive_00461	9680 15280 15280 24400
positive_00462	14000 19600 19600 28400
positive_00463	7920 13840 13840 22640
positive_00464	10960 16560 16560 25680
positive_00465	40320 48480 48960 58560
positive_00466	40480 48640 49120 59680
positive_00467	33120 39360 39360 48320
positive_00468	18960 24880 24880 32720
positive_00469	49760 55360 55360 64960
positive_00470	29840 35760 35760 44720
positive_00471	9520 14960 14960 23440
positive_00472	10800 15760 15760 24720
positive_00473	11600 17040 17040 26960
positive_00474	11760 17040 17040 27120
positive_00475	51440 59280 59280 67600
positive_00476	56400 64080 64080 73360
positive_00477	48720 58160 58160 68240
positive_00478	31040 39200 39200 48960
positive_00479	14240 24000 24000 33280
positive_00480	17280 26400 26400 35360
positive_00481	33840 41840 41840 49680
positive_00482	12560 22160 22160 31120
positive_00483	13360 21040 21040 29680
positive_00484	9360 18320 18320 29040
positive_00485	40400 49360 49840 59280
positive_00486	41200 50320 50800 60880
positive_00487	23280 32240 33360 43760
positive_00488	52560 60560 61040 71920
positive_00489	48320 56640 57760 68160
positive_00490	26000 34640 36240 45840
positive_00491	11280 16720 16720 24560
positive_00492	8400 14640 14640 23440
positive_00493	9520 17040 17040 25520
positive_00494	8880 15760 15760 25200
positive_00495	46160 52880 52880 61200
positive_00496	27440 32720 32720 41840
positive_00497	54880 59840 59840 69280
positive_00498	34880 39360 39360 47840
positive_00499	24720 30000 30000 38320
positive_00500	18320 22800 22800 31600
positive_00501	13840 18800 18800 27760
positive_00502	33520 39440 39920 49840
positive_00503	19600 24720 24720 33520
positive_00504	16080 23120 23600 33040
positive_00505	21440 27040 27040 35520
positive_00506	56160 60960 60960 68960
positive_00507	41120 45760 45760 53920
positive_00508	44720 49520 49520 60080
positive_00509	39520 44160 44160 53120
positive_00510	31600 36560 36560 44720
positive_00511	30880 35840 35840 44640
positive_00512	18960 23760 23760 32400
positive_00513	24720 29200 29200 38000
positive_00514	14160 18960 18960 26480
positive_00515	34960 40080 40080 48400
positive_00516	50160 54640 54640 61680
positive_00517	30400 35040 35040 43840
positive_00518	44640 48640 48640 56480
positive_00519	32560 36880 36880 43440
positive_00520	26320 30800 30800 38160
positive_00521	17760 21760 21760 28640
positive_00522	21680 26640 26640 34640
positive_00523	26320 31120 31120 39760
positive_00524	10000 14160 14160 22160
positive_00525	46000 51600 51600 58160
positive_00526	48560 54160 54160 60560
positive_00527	31760 37040 37040 41840
positive_00528	44080 50160 50640 58800
positive_00529	5840 13520 14480 23120
positive_00530	2800 10160 12400 21200
positive_00531	18480 26000 29520 38800
positive_00532	2640 11280 12560 21200
positive_00533	720 6480 11920 20720
positive_00534	1840 7920 10160 18160
positive_00535	31120 38160 38160 47920
positive_00536	38400 45120 45120 54400
positive_00537	52880 59440 59440 69040
positive_00538	26880 32800 32800 41600
positive_00539	32240 37840 37840 46640
positive_00540	32960 37760 37760 46240
positive_00541	30480 36560 36560 45360
positive_00542	67040 75680 75680 87200
positive_00543	35920 45360 45360 55920
positive_00544	25600 33920 33920 43680
positive_00545	78560 86400 86400 95680
positive_00546	37200 45520 45520 54640
positive_00547	56560 64080 64080 71920
positive_00548	17520 26160 26160 37200
positive_00549	26640 36080 36080 47120
positive_00550	4560 13680 13680 24080
positive_00551	20880 30480 30480 41040
positive_00552	61520 68720 68720 79600
positive_00553	37440 45120 45120 54880
positive_00554	24640 31200 31200 40800
positive_00555	51760 59760 59760 70000
positive_00556	37200 46160 46160 58000
positive_00557	62560 71840 71840 82880
positive_00558	91280 99920 99920 111600
positive_00559	31680 39520 39520 50080
positive_00560	23280 32240 32240 43440
positive_00561	42240 49760 49760 58400
positive_00562	52080 61040 61040 69840
positive_00563	47200 52320 52320 61120
positive_00564	21040 26000 26000 33360
positive_00565	23680 31360 31360 38720
positive_00566	11200 16960 16960 25920
positive_00567	34080 40640 40640 54240
positive_00568	10480 14160 14160 21040
positive_00569	18960 23760 23760 30480
positive_00570	18160 24080 24080 31280
positive_00571	8240 12400 12400 19760
positive_00572	72080 79440 79440 90000
positive_00573	67600 77040 77040 85520
positive_00574	16240 23120 23120 30960
positive_00575	35680 42080 42080 49760
positive_00576	46160 52400 52400 60240
positive_00577	39280 46160 46160 54160
positive_00578	47440 53200 53200 61680
positive_00579	43760 49840 49840 58160
positive_00580	52240 57680 57680 66320
positive_00581	53200 59120 59120 67760
positive_00582	24080 30000 30000 38800
positive_00583	44160 49760 49760 57120
positive_00584	49280 59200 59200 68160
positive_00585	66960 72240 72240 79760
positive_00586	43680 48160 48160 51840
positive_00587	26240 31520 31520 40000
positive_00588	4720 10000 10000 16080
positive_00589	3920 9040 9040 18160
positive_00590	3440 11120 11120 20720
positive_00591	240 4240 4240 12240
positive_00592	27200 33920 33920 44480
positive_00593	25440 33280 33280 44800
positive_00594	26320 33040 33040 42000
positive_00595	48560 55280 55280 66480
positive_00596	36640 43360 43360 52800
positive_00597	56080 62000 62000 70160
positive_00598	37200 44240 44240 53840
positive_00599	26240 32960 32960 42240
positive_00600	13520 20400 20400 30000
positive_00601	11760 18480 18480 28080
positive_00602	44400 50000 50000 58320
positive_00603	39360 44640 44640 52160
positive_00604	56720 62640 62640 68560
positive_00605	12080 17360 17360 24720
positive_00606	13680 18800 18800 26960
positive_00607	9360 15280 15280 23280
positive_00608	11440 16720 16720 24560
positive_00609	16560 21200 21200 29200
positive_00610	9520 13840 13840 21520
positive_00611	4240 11280 11280 19120
positive_00612	31040 39360 39840 51840
positive_00613	56880 64560 64560 76240
positive_00614	51920 59120 59120 69520
positive_00615	34400 41440 41440 51360
positive_00616	16960 25280 25280 33920
positive_00617	6320 13680 13680 23120
positive_00618	7920 15440 15440 24080
positive_00619	5520 12240 12240 19600
positive_00620	3920 10160 10160 18000
positive_00621	4720 11440 11440 20400
positive_00622	58960 65360 65360 75440
positive_00623	28880 34480 34480 44080
positive_00624	29280 34400 34400 43680
positive_00625	22000 29200 29200 38000
positive_00626	12560 18000 18000 25680
positive_00627	7280 12880 12880 24080
positive_00628	9520 15760 15760 26160
positive_00629	11760 17520 17520 26480
positive_00630	6800 12560 12560 22800
positive_00631	9520 14960 14960 24080
positive_00632	23440 28720 28720 37040
positive_00633	24240 30800 30800 38800
positive_00634	52800 58720 58720 66240
positive_00635	17600 22880 22880 30880
positive_00636	5200 9680 9680 15760
positive_00637	2800 9360 9360 16880
positive_00638	4720 8880 8880 17680
positive_00639	5040 9200 9200 16240
positive_00640	5680 9680 9680 16560
positive_00641	8880 13040 13040 19760
positive_00642	31280 37200 37200 46640
positive_00643	42080 48160 48160 57600
positive_00644	68480 76160 76640 85760
positive_00645	42720 50080 50080 58560
positive_00646	27120 34320 34320 42480
positive_00647	8720 17200 17200 28720
positive_00648	11920 19280 19280 28560
positive_00649	11280 17200 17200 26320
positive_00650	14320 23760 23760 34000
positive_00651	13040 21520 24880 34160
positive_00652	40160 46400 46400 55680
positive_00653	14320 19120 19120 26960
positive_00654	70720 75360 75360 82560
positive_00655	34400 39520 39520 48640
positive_00656	36720 41840 41840 49680
positive_00657	26960 31760 31760 40720
positive_00658	26720 31200 31200 37600
positive_00659	14640 18960 18960 25360
positive_00660	44080 47920 47920 59440
positive_00661	29600 33280 33280 39680
positive_00662	23600 27280 27280 34160
positive_00663	26000 29200 29200 35440
positive_00664	35840 39520 39520 44000
positive_00665	39520 42720 42720 49280
positive_00666	7760 11760 11760 16240
positive_00667	24160 29760 29760 38400
positive_00668	50800 57520 57520 67120
positive_00669	40880 46800 46800 55280
positive_00670	11600 18320 18320 27440
positive_00671	10480 17040 17040 27120
positive_00672	7600 13680 13680 23120
positive_00673	10800 17680 17680 27120
positive_00674	7440 13840 13840 23440
positive_00675	10960 17520 17520 27280
positive_00676	11280 18160 18160 27120
positive_00677	38320 42000 42000 47600
positive_00678	33760 37440 37440 42880
positive_00679	15840 19360 19360 24480
positive_00680	10640 14800 14800 22480
positive_00681	12560 20080 20080 25360
positive_00682	6960 11920 11920 20560
positive_00683	9840 14640 14640 22960
positive_00684	8400 13520 13520 22160
positive_00685	8080 13200 13200 20720
positive_00686	12240 16560 16560 25360
positive_00687	19120 25200 25200 33680
positive_00688	58400 63680 63680 72480
positive_00689	38000 44400 44400 54320
positive_00690	21120 27520 27520 34080
positive_00691	64720 75600 75600 86960
positive_00692	51920 58640 58640 68400
positive_00693	3920 9520 9520 16880
positive_00694	16880 25840 25840 34800
positive_00695	16240 22000 22000 29200
positive_00696	33520 41680 41680 50800
positive_00697	22240 27680 27680 34880
positive_00698	56320 61440 61440 72320
positive_00699	35920 40240 40240 48400
positive_00700	20240 26160 26160 34480
positive_00701	14640 20560 20560 29840
positive_00702	12080 17360 17360 24720
positive_00703	13360 18960 18960 26640
positive_00704	16720 23280 23280 31440
positive_00705	15600 21360 21360 30640
positive_00706	14320 18640 18640 27440
positive_00707	38480 44080 44080 54160
positive_00708	26960 33680 33680 43440
positive_00709	49680 55600 55600 65040
positive_00710	47600 53680 53680 62320
positive_00711	24160 29280 29280 40320
positive_00712	45840 52080 52080 62800
positive_00713	39280 44240 44240 53680
positive_00714	55600 60880 60880 70480
positive_00715	9360 15440 15440 22320
positive_00716	6960 11600 11600 19920
positive_00717	28000 34400 34400 42240
positive_00718	36720 42480 42480 49680
positive_00719	30960 36560 36560 44720
positive_00720	17600 22880 22880 31360
positive_00721	38880 44160 44160 51360
positive_00722	45280 50400 50400 58240
positive_00723	49840 55440 55440 63120
positive_00724	10640 15920 15920 23440
positive_00725	9680 14480 14480 21680
positive_00726	13040 17840 17840 26640
positive_00727	38000 43760 44880 52240
positive_00728	35360 40800 41280 48960
positive_00729	21760 28960 29440 36320
positive_00730	37520 42960 43440 49040
positive_00731	25840 31440 31920 37840
positive_00732	12000 17280 17760 24480
positive_00733	36240 41360 42000 48080
positive_00734	36080 43280 44240 53680
positive_00735	32400 40560 41360 47440
positive_00736	13840 22160 22640 30320
positive_00737	28640 33760 33760 40960
positive_00738	31440 37360 37360 44720
positive_00739	55520 60800 60800 67360
positive_00740	4880 11280 11280 21680
positive_00741	240 4720 4720 15440
positive_00742	3440 9840 9840 19760
positive_00743	240 5360 5360 14800
positive_00744	240 2320 2320 18000
positive_00745	240 4400 4400 14960
positive_00746	240 3440 3440 13040
positive_00747	70960 76240 76240 85040
positive_00748	48000 53280 53280 62720
positive_00749	30160 36400 36400 45360
positive_00750	39520 46080 46080 54560
positive_00751	20000 26560 26560 36480
positive_00752	38720 44160 44160 52800
positive_00753	23440 29040 29040 38480
positive_00754	26880 32320 32320 41280
positive_00755	42160 47600 47600 56560
positive_00756	9520 14640 14640 23440
positive_00757	36960 42560 42560 49440
positive_00758	14720 21280 21280 29120
positive_00759	52160 58240 58240 64320
positive_00760	43680 50080 50080 57920
positive_00761	14800 20080 20080 27920
positive_00762	16400 22320 22320 29840
positive_00763	14160 19920 19920 27920
positive_00764	10800 16240 16240 24080
positive_00765	12880 20080 20080 29200
positive_00766	10000 16400 16400 24240
positive_00767	40080 45520 45520 53840
positive_00768	39520 43520 43520 49760
positive_00769	38160 42160 42160 49840
positive_00770	38080 42560 42560 50560
positive_00771	48800 52800 52800 60640
positive_00772	45280 49280 49280 56800
positive_00773	51600 56080 56080 63440
positive_00774	8560 13200 13200 18480
positive_00775	8080 13040 13040 19280
positive_00776	8240 12080 12080 18160
positive_00777	53680 58960 58960 65200
positive_00778	46080 52960 52960 57920
